Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.349
Cabeza puntual retorno,Cu 324.75,0.4
Celda #(F1+F2),Cu 324.75,0.389
Puntual Noroeste,Cu 324.75,0.416
Tubo 3,Cu 324.75,0.549
NE Tubo 2,Cu 324.75,0.052
NE Tubo 4,Cu 324.75,0.076
Especial 1,Cu 324.75,0.067
Especial 2,Cu 324.75,0.094
Especial 3,Cu 324.75,0.208
Especial 4,Cu 324.75,0.194
Especial 5,Cu 324.75,0.075
Comp. Cola Columna,Cu 324.75,0.377
Barren,Cu 324.75,0.423
Barren Patios,Cu 324.75,0.552
NE Tubo 1,Cu 324.75,0.035
NE Tubo 5,Cu 324.75,0.066
NE Tubo 6,Cu 324.75,0.043
NE Tubo 7,Cu 324.75,1.215
Celda # 11-A,Cu 324.75,0.15
Celda # 11-B,Cu 324.75,0.055
Celda # 11-C,Cu 324.75,0.116
Celda # 6-F2,Cu 324.75,0.073
Celda #5-9,Cu 324.75,0.247
