Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.079
Cabeza puntual retorno,Au 242.80,0.076
Celda #(F1+F2),Au 242.80,0.088
Puntual Noroeste,Au 242.80,0.063
Tubo 3,Au 242.80,0.053
NE Tubo 2,Au 242.80,0.119
NE Tubo 4,Au 242.80,0.044
Especial 1,Au 242.80,0.03
Especial 2,Au 242.80,0.057
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.014
Especial 5,Au 242.80,0.051
Columna #1,Au 242.80,0.069
Columna #2,Au 242.80,0.047
Columna #3,Au 242.80,0.028
Columna #4,Au 242.80,0.015
Columna #5,Au 242.80,0.009
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.013
Barren Patios,Au 242.80,0.014
NE Tubo 1,Au 242.80,0.297
NE Tubo 5,Au 242.80,0.032
NE Tubo 6,Au 242.80,0.027
NE Tubo 7,Au 242.80,0.026
Celda # 11-A,Au 242.80,0.012
Celda # 11-B,Au 242.80,0.02
Celda # 11-C,Au 242.80,0.022
Celda #5-9,Au 242.80,0.046
