Sample ID,Analyte Name,Reported Conc (Samp)
54,Cu 324.75,0.140
55,Cu 324.75,0.067
56,Cu 324.75,0.072
57,Cu 324.75,0.230
59,Cu 324.75,0.216
60,Cu 324.75,0.980
61,Cu 324.75,1.503
375-1,Cu 324.75,0.030
375-2,Cu 324.75,0.044
375-3,Cu 324.75,0.018
375-4,Cu 324.75,0.177
COL. 1,Cu 324.75,11.15
COL. 2,Cu 324.75,2.414
COL. 3,Cu 324.75,5.995
COL. 4,Cu 324.75,6.247
VM 1,Cu 324.75,0.123
VM 2,Cu 324.75,0.171
VM 3,Cu 324.75,0.214
VM 4,Cu 324.75,0.023
VM 5,Cu 324.75,0.053
VM 6,Cu 324.75,0.092
VM 7,Cu 324.75,0.114
VM 8,Cu 324.75,0.164
VM 9,Cu 324.75,0.024
