Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.115
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.116
Celda # 11-A,Au 242.80,0.075
Celda # 11-B,Au 242.80,0.023
Celda # 11-C,Au 242.80,0.017
Celda # 6-F2,Au 242.80,0.042
Celda #5-9,Au 242.80,0.029
Celda #(F1+F2),Au 242.80,0.12
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.117
NE Tubo 4,Au 242.80,0.06
NE Tubo 5,Au 242.80,0.05
NE Tubo 6,Au 242.80,0.117
NE Tubo 7,Au 242.80,0.059
Puntual Noroeste,Au 242.80,0.116
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.163
Especial 1,Au 242.80,0.053
Especial 2,Au 242.80,0.038
Especial 3,Au 242.80,0.061
Especial 4,Au 242.80,0.045
Especial 5,Au 242.80,0.037
Especial 6,Au 242.80,0.006
