Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.356
Comp. Cola Columna,Cu 324.75,0.212
Barren,Cu 324.75,0.219
Cabeza puntual retorno,Cu 324.75,0.435
Celda # 11-A,Cu 324.75,0.184
Celda # 11-B,Cu 324.75,0.082
Celda # 11-C,Cu 324.75,0.05
Celda # 6-F2,Cu 324.75,0.091
Celda #5-9,Cu 324.75,0.017
Celda #(F1+F2),Cu 324.75,0.0386
NE Tubo 1,Cu 324.75,0.019
NE Tubo 2,Cu 324.75,0.258
NE Tubo 4,Cu 324.75,0.261
NE Tubo 5,Cu 324.75,0.117
NE Tubo 6,Cu 324.75,0.517
NE Tubo 7,Cu 324.75,0.648
Puntual Noroeste,Cu 324.75,0.448
Barren Patios,Cu 324.75,0.191
Tubo 3,Cu 324.75,0.632
Especial 1,Cu 324.75,0.056
Especial 2,Cu 324.75,0.032
Especial 3,Cu 324.75,0.162
Especial 4,Cu 324.75,0.186
Especial 5,Cu 324.75,0.043
Especial 6,Cu 324.75,0.273
