Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.122
Columna #2,Au 242.80,0.098
Columna #3,Au 242.80,0.053
Columna #4,Au 242.80,0.028
Columna #5,Au 242.80,0.009
Comp. Cabeza Columna,Au 242.80,0.146
Cabeza puntual retorno,Au 242.80,0.148
Celda #5-9,Au 242.80,0.098
Celda #(F1+F2),Au 242.80,0.161
NE Tubo 2,Au 242.80,0.09
NE Tubo 4,Au 242.80,0.084
NE Tubo 5,Au 242.80,0.233
NE Tubo 6,Au 242.80,0.117
NE Tubo 7,Au 242.80,0.286
Puntual Noroeste,Au 242.80,0.162
Tubo 3,Au 242.80,0.173
Especial 1,Au 242.80,0.044
Especial 2,Au 242.80,0.068
Especial 3,Au 242.80,0.047
Especial 4,Au 242.80,0.084
Especial 5,Au 242.80,0.094
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.014
Celda # 11-A,Au 242.80,0.025
Celda # 11-B,Au 242.80,0.007
Celda # 11-C,Au 242.80,0.004
NE Tubo 1,Au 242.80,0.001
Barren Patios,Au 242.80,0.015
