Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.277
Comp. Cola Columna,Cu 324.75,0.281
Barren,Cu 324.75,0.382
Cabeza puntual retorno,Cu 324.75,0.307
Columna #1,Cu 324.75,0.229
Columna #2,Cu 324.75,0.257
Columna #3,Cu 324.75,0.253
Columna #4,Cu 324.75,0.26
Columna #5,Cu 324.75,0.25
Celda # 11-A,Cu 324.75,0.318
Celda # 11-B,Cu 324.75,0.155
Celda # 11-C,Cu 324.75,0.114
Celda #5-9,Cu 324.75,0.063
Celda #(F1+F2),Cu 324.75,0.306
NE Tubo 1,Cu 324.75,0.18
NE Tubo 2,Cu 324.75,0.201
NE Tubo 4,Cu 324.75,0.19
NE Tubo 5,Cu 324.75,0.103
NE Tubo 6,Cu 324.75,0.307
NE Tubo 7,Cu 324.75,0.622
Puntual Noroeste,Cu 324.75,0.352
Barren Patios,Cu 324.75,0.309
Tubo 3,Cu 324.75,0.475
Especial 1,Cu 324.75,0.163
Especial 2,Cu 324.75,0.123
Especial 3,Cu 324.75,0.228
Especial 4,Cu 324.75,0.999
Especial 5,Cu 324.75,0.272
