Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,2.638
Barren,Cu 324.75,2.356
Cabeza puntual retorno,Cu 324.75,2.559
Columna #1,Cu 324.75,2.230
Columna #2,Cu 324.75,2.264
Columna #3,Cu 324.75,2.249
Columna #4,Cu 324.75,2.217
Columna #5,Cu 324.75,2.222
Celda # 11-A,Cu 324.75,0.709
Celda # 11-B,Cu 324.75,0.053
Celda # 11-C,Cu 324.75,4.231
Celda #5-9,Cu 324.75,1.275
Celda #(F1+F2),Cu 324.75,2.876
NE Tubo 1,Cu 324.75,0.020
NE Tubo 2,Cu 324.75,0.065
NE Tubo 4,Cu 324.75,1.663
NE Tubo 5,Cu 324.75,12.68
NE Tubo 6,Cu 324.75,5.245
NE Tubo 7,Cu 324.75,6.282
Puntual Noroeste,Cu 324.75,3.014
Barren Patios,Cu 324.75,2.347
Tubo 3,Cu 324.75,2.208
Especial 1,Cu 324.75,0.093
Especial 2,Cu 324.75,0.029
Especial 3,Cu 324.75,0.863
Especial 4,Cu 324.75,2.606
Especial 5,Cu 324.75,0.085
,,
