Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.13
Comp. Cola Columna,Ag 328.07,0.089
Barren,Ag 328.07,0.141
Cabeza puntual retorno,Ag 328.07,0.114
Columna #1,Ag 328.07,0.107
Columna #2,Ag 328.07,0.107
Columna #3,Ag 328.07,0.104
Columna #4,Ag 328.07,0.093
Columna #5,Ag 328.07,0.088
Celda # 11-A,Ag 328.07,0.015
Celda # 11-B,Ag 328.07,0.012
Celda # 11-C,Ag 328.07,0.053
Celda #5-9,Ag 328.07,0.036
Celda #(F1+F2),Ag 328.07,0.144
NE Tubo 1,Ag 328.07,0.539
NE Tubo 2,Ag 328.07,0.036
NE Tubo 4,Ag 328.07,0.024
NE Tubo 5,Ag 328.07,0.018
NE Tubo 6,Ag 328.07,0.014
NE Tubo 7,Ag 328.07,0.172
Puntual Noroeste,Ag 328.07,0.131
Barren Patios,Ag 328.07,0.124
Tubo 3,Ag 328.07,0.192
Especial 1,Ag 328.07,0.035
Especial 2,Ag 328.07,0.057
Especial 3,Ag 328.07,0.031
Especial 4,Ag 328.07,0.023
