Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.954
Columna #2,Cu 324.75,1.799
Columna #3,Cu 324.75,1.696
Columna #4,Cu 324.75,1.591
Columna #5,Cu 324.75,1.435
Comp. Cabeza Columna,Cu 324.75,2.024
Comp. Cola Columna,Cu 324.75,1.723
Barren,Cu 324.75,2.107
Cabeza puntual retorno,Cu 324.75,1.934
Celda # 11-A,Cu 324.75,4.054
Celda # 11-B,Cu 324.75,24.97
Celda # 11-C,Cu 324.75,16.76
Celda #5-9,Cu 324.75,0.034
Celda #(F1+F2),Cu 324.75,0.713
NE Tubo 1,Cu 324.75,11.13
NE Tubo 2,Cu 324.75,0.517
NE Tubo 4,Cu 324.75,0.689
NE Tubo 5,Cu 324.75,0.162
NE Tubo 6,Cu 324.75,0.370
NE Tubo 7,Cu 324.75,1.006
Puntual Noroeste,Cu 324.75,0.747
Barren Patios,Cu 324.75,2.130
Tubo 3,Cu 324.75,0.925
Especial 1,Cu 324.75,0.054
Especial 2,Cu 324.75,0.022
Especial 3,Cu 324.75,0.067
Especial 4,Cu 324.75,0.083
Especial 5,Cu 324.75,0.033
