Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.626
Comp. Cola Columna,Cu 324.75,0.354
Barren,Cu 324.75,0.45
Cabeza puntual retorno,Cu 324.75,0.609
Celda # 11-A,Cu 324.75,0.08
Celda # 11-B,Cu 324.75,0.073
Celda # 11-C,Cu 324.75,0.466
Celda #5-9,Cu 324.75,1.805
Celda #(F1+F2),Cu 324.75,0.377
NE Tubo 1,Cu 324.75,0.034
NE Tubo 2,Cu 324.75,0.663
NE Tubo 4,Cu 324.75,0.086
NE Tubo 5,Cu 324.75,0.068
NE Tubo 6,Cu 324.75,0.038
NE Tubo 7,Cu 324.75,0.075
Puntual Noroeste,Cu 324.75,0.158
Barren Patios,Cu 324.75,0.216
Tubo 3,Cu 324.75,0.052
Especial 1,Cu 324.75,1.689
Especial 2,Cu 324.75,2.861
Especial 4,Cu 324.75,0.147
Especial 5,Cu 324.75,1.377
Barren 2,Cu 324.75,0.231
