Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.749
Cabeza puntual retorno,Cu 324.75,0.792
Celda #(F1+F2),Cu 324.75,0.58
Puntual Noroeste,Cu 324.75,0.61
Tubo 3,Cu 324.75,0.026
Comp. Cola Columna,Cu 324.75,0.769
Barren,Cu 324.75,0.879
Celda # 11-A,Cu 324.75,2.448
Celda # 11-B,Cu 324.75,0.172
Celda # 11-C,Cu 324.75,0.222
Celda #5-9,Cu 324.75,1.59
NE Tubo 1,Cu 324.75,0.048
NE Tubo 2,Cu 324.75,0.218
NE Tubo 4,Cu 324.75,2.332
NE Tubo 5,Cu 324.75,1.65
NE Tubo 6,Cu 324.75,0.132
NE Tubo 7,Cu 324.75,0.04
Barren Patios,Cu 324.75,0.763
Especial 1,Cu 324.75,1.68
Especial 2,Cu 324.75,2.936
Especial 3,Cu 324.75,0.089
Especial 4,Cu 324.75,0.049
Especial 5,Cu 324.75,2.071
Columna #1,Cu 324.75,0.786
Columna #2,Cu 324.75,0.759
Columna #4,Cu 324.75,0.756
Columna #5,Cu 324.75,0.769
