Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.212
Cabeza puntual retorno,Cu 324.75,1.248
Celda #(F1+F2),Cu 324.75,1.42
Puntual Noroeste,Cu 324.75,1.553
Tubo 3,Cu 324.75,3.781
NE Tubo 2,Cu 324.75,0.405
NE Tubo 4,Cu 324.75,1.233
Especial 1,Cu 324.75,0.097
Especial 2,Cu 324.75,0.1
Especial 3,Cu 324.75,1.183
Especial 4,Cu 324.75,1.56
Especial 5,Cu 324.75,0.12
Comp. Cola Columna,Cu 324.75,1.203
Barren,Cu 324.75,1.249
Barren Patios,Cu 324.75,1.214
NE Tubo 1,Cu 324.75,0.044
NE Tubo 5,Cu 324.75,0.07
NE Tubo 6,Cu 324.75,0.183
NE Tubo 7,Cu 324.75,0.86
Celda # 11-A,Cu 324.75,0.233
Celda # 11-B,Cu 324.75,0.078
Celda # 11-C,Cu 324.75,0.267
Celda # 6-F2,Cu 324.75,1.104
Celda #5-9,Cu 324.75,0.374
