Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.306
Columna #2,Cu 324.75,1.318
Columna #3,Cu 324.75,1.308
Columna #4,Cu 324.75,1.311
Columna #5,Cu 324.75,1.312
Comp. Cabeza Columna,Cu 324.75,1.388
Comp. Cola Columna,Cu 324.75,1.332
Barren,Cu 324.75,1.468
Cabeza puntual retorno,Cu 324.75,1.381
Celda # 11-A,Cu 324.75,2.099
Celda # 11-B,Cu 324.75,0.075
Celda # 11-C,Cu 324.75,0.105
Celda #5-9,Cu 324.75,1.958
Celda #(F1+F2),Cu 324.75,1.210
NE Tubo 1,Cu 324.75,0.005
NE Tubo 2,Cu 324.75,0.119
NE Tubo 4,Cu 324.75,0.084
NE Tubo 6,Cu 324.75,0.033
NE Tubo 5,Cu 324.75,0.046
NE Tubo 7,Cu 324.75,0.837
Puntual Noroeste,Cu 324.75,1.139
Barren Patios,Cu 324.75,1.383
Tubo 3,Cu 324.75,1.417
Especial 1,Cu 324.75,1.075
Especial 2,Cu 324.75,0.320
Especial 3,Cu 324.75,0.092
Especial 4,Cu 324.75,0.083
Especial 5,Cu 324.75,0.329
