Sample ID,Analyte Name,Reported Conc (Samp)
60,Au 242.80,0.016
61,Au 242.80,0.021
62,Au 242.80,0.042
63,Au 242.80,0.056
COL. 1,Au 242.80,0.02
COL. 2,Au 242.80,0.021
COL. 3,Au 242.80,0.075
COL. 4,Au 242.80,0.065
COL. 5,Au 242.80,0.017
COL. 6,Au 242.80,0.028
375-1,Au 242.80,0.023
375-2,Au 242.80,0.025
375-3,Au 242.80,0.024
375-4,Au 242.80,0.018
VM 1,Au 242.80,0.015
VM 2,Au 242.80,0.004
VM 3,Au 242.80,0.016
VM 4,Au 242.80,0.016
VM 5,Au 242.80,0.016
VM 6,Au 242.80,0.02
VM 7,Au 242.80,0.017
VM 8,Au 242.80,0.002
VM 9,Au 242.80,0.011
