Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.353
Comp. Cola Columna,Cu 324.75,0.315
Barren,Cu 324.75,0.31
Cabeza puntual retorno,Cu 324.75,0.311
Columna #1,Cu 324.75,0.342
Columna #2,Cu 324.75,0.379
Columna #3,Cu 324.75,0.311
Columna #4,Cu 324.75,0.329
Columna #5,Cu 324.75,0.35
Celda # 11-A,Cu 324.75,0.192
Celda # 11-B,Cu 324.75,0.198
Celda # 11-C,Cu 324.75,0.134
Celda #5-9,Cu 324.75,2.096
Celda #(F1+F2),Cu 324.75,0.205
NE Tubo 1,Cu 324.75,0.055
NE Tubo 2,Cu 324.75,0.109
NE Tubo 4,Cu 324.75,0.297
NE Tubo 5,Cu 324.75,0.096
NE Tubo 6,Cu 324.75,0.075
NE Tubo 7,Cu 324.75,0.899
Puntual Noroeste,Cu 324.75,0.22
Barren Patios,Cu 324.75,0.457
Tubo 3,Cu 324.75,0.161
Especial 1,Cu 324.75,1.814
Especial 2,Cu 324.75,0.199
Especial 3,Cu 324.75,0.143
Especial 4,Cu 324.75,0.136
Especial 5,Cu 324.75,0.216
Especial 6,Cu 324.75,0.089
