Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.166
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.007
Cabeza puntual retorno,Au 242.80,0.167
Celda # 11-A,Au 242.80,0.119
Celda # 11-B,Au 242.80,0.257
Celda # 11-C,Au 242.80,0.244
Celda # 6-F2,Au 242.80,0.029
Celda #5-9,Au 242.80,0.002
Celda #(F1+F2),Au 242.80,0.154
NE Tubo 1,Au 242.80,0.142
NE Tubo 2,Au 242.80,0.117
NE Tubo 4,Au 242.80,0.198
NE Tubo 5,Au 242.80,0.18
NE Tubo 6,Au 242.80,0.091
NE Tubo 7,Au 242.80,0.332
Puntual Noroeste,Au 242.80,0.156
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.138
Especial 1,Au 242.80,0.095
Especial 2,Au 242.80,0.029
Especial 3,Au 242.80,0.033
Especial 4,Au 242.80,0.023
Especial 5,Au 242.80,0.005
Sample026,Au 242.80,0.003
