Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.221
Cabeza puntual retorno,Cu 324.75,1.229
Celda #(F1+F2),Cu 324.75,1.264
Puntual Noroeste,Cu 324.75,1.262
Tubo 3,Cu 324.75,0.297
Comp. Cola Columna,Cu 324.75,1.311
Barren,Cu 324.75,1.262
Celda # 11-A,Cu 324.75,0.117
Celda # 11-B,Cu 324.75,0.047
Celda # 11-C,Cu 324.75,1.226
Celda #5-9,Cu 324.75,0.066
NE Tubo 1,Cu 324.75,0.019
NE Tubo 2,Cu 324.75,0.087
NE Tubo 4,Cu 324.75,1.429
NE Tubo 5,Cu 324.75,1.117
NE Tubo 6,Cu 324.75,0.099
NE Tubo 7,Cu 324.75,4.319
Especial 1,Cu 324.75,0.084
Especial 2,Cu 324.75,0.092
Especial 3,Cu 324.75,0.125
Especial 4,Cu 324.75,0.194
Especial 5,Cu 324.75,0.048
Columna #1,Cu 324.75,1.141
Columna #2,Cu 324.75,1.150
Columna #3,Cu 324.75,1.198
Columna #4,Cu 324.75,1.229
Columna #5,Cu 324.75,1.207
