Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.157
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.159
Celda # 11-A,Au 242.80,0.096
Celda # 11-B,Au 242.80,0.037
Celda # 11-C,Au 242.80,0.019
Celda #5-9,Au 242.80,0.043
Celda #(F1+F2),Au 242.80,0.172
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.184
NE Tubo 4,Au 242.80,0.245
NE Tubo 5,Au 242.80,0.256
NE Tubo 6,Au 242.80,0.215
NE Tubo 7,Au 242.80,0.086
Puntual Noroeste,Au 242.80,0.175
Barren Patios,Au 242.80,0.011
Tubo 3,Au 242.80,0.103
Especial 1,Au 242.80,0.04
Especial 2,Au 242.80,0.057
Especial 3,Au 242.80,0.033
Especial 4,Au 242.80,0.025
Especial 5,Au 242.80,0.05
Columna #1,Au 242.80,0.108
Columna #2,Au 242.80,0.065
Columna #3,Au 242.80,0.043
Columna #4,Au 242.80,0.025
Columna #5,Au 242.80,0.017
