Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.682
Comp. Cola Columna,Cu 324.75,0.624
Barren,Cu 324.75,0.653
Cabeza puntual retorno,Cu 324.75,0.731
Celda # 11-A,Cu 324.75,0.044
Celda # 11-B,Cu 324.75,0.592
Celda # 11-C,Cu 324.75,0.415
Celda # 6-F2,Cu 324.75,1.260
Celda #5-9,Cu 324.75,5.405
Celda #(F1+F2),Cu 324.75,0.713
NE Tubo 1,Cu 324.75,0.040
NE Tubo 2,Cu 324.75,0.077
NE Tubo 4,Cu 324.75,0.056
NE Tubo 5,Cu 324.75,0.041
NE Tubo 6,Cu 324.75,0.053
NE Tubo 7,Cu 324.75,1.170
Puntual Noroeste,Cu 324.75,0.352
Barren Patios,Cu 324.75,0.613
Tubo 3,Cu 324.75,0.485
Especial 1,Cu 324.75,0.301
Especial 2,Cu 324.75,0.417
Especial 3,Cu 324.75,0.052
Especial 4,Cu 324.75,0.075
Especial 5,Cu 324.75,0.071
