Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.290
Comp. Cola Columna,Cu 324.75,0.331
Barren,Cu 324.75,0.271
Cabeza puntual retorno,Cu 324.75,0.301
Celda # 11-A,Cu 324.75,0.088
Celda # 11-B,Cu 324.75,0.060
Celda # 11-C,Cu 324.75,0.224
Celda #5-9,Cu 324.75,0.919
Celda #(F1+F2),Cu 324.75,0.253
NE Tubo 1,Cu 324.75,0.018
NE Tubo 2,Cu 324.75,0.114
NE Tubo 4,Cu 324.75,0.062
NE Tubo 5,Cu 324.75,0.040
NE Tubo 6,Cu 324.75,0.064
NE Tubo 7,Cu 324.75,0.117
Puntual Noroeste,Cu 324.75,0.181
Barren Patios,Cu 324.75,0.227
Tubo 3,Cu 324.75,0.054
Especial 1,Cu 324.75,0.041
Especial 2,Cu 324.75,0.061
Especial 3,Cu 324.75,0.058
Especial 4,Cu 324.75,0.085
Especial 5,Cu 324.75,0.074
