Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.876
Columna #2,Cu 324.75,1.773
Columna #3,Cu 324.75,1.750
Columna #4,Cu 324.75,1.619
Columna #5,Cu 324.75,1.547
Comp. Cabeza Columna,Cu 324.75,1.941
Comp. Cola Columna,Cu 324.75,1.502
Barren,Cu 324.75,1.680
Cabeza puntual retorno,Cu 324.75,1.989
Celda # 11-A,Cu 324.75,16.46
Celda # 11-B,Cu 324.75,1.629
Celda # 11-C,Cu 324.75,0.295
Celda #5-9,Cu 324.75,0.105
Celda #(F1+F2),Cu 324.75,1.612
NE Tubo 1,Cu 324.75,0.108
NE Tubo 2,Cu 324.75,0.564
NE Tubo 4,Cu 324.75,0.653
NE Tubo 5,Cu 324.75,0.353
NE Tubo 6,Cu 324.75,0.256
NE Tubo 7,Cu 324.75,0.310
Puntual Noroeste,Cu 324.75,1.305
Barren Patios,Cu 324.75,1.829
Tubo 3,Cu 324.75,3.541
Especial 1,Cu 324.75,0.339
Especial 2,Cu 324.75,0.111
Especial 3,Cu 324.75,3.979
Especial 4,Cu 324.75,5.517
Especial 5,Cu 324.75,0.162
,,
