Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.995
Comp. Cola Columna,Cu 324.75,3.05
Barren,Cu 324.75,2.774
Cabeza puntual retorno,Cu 324.75,3.049
Celda # 11-A,Cu 324.75,0.835
Celda # 11-B,Cu 324.75,0.003
Celda # 11-C,Cu 324.75,8.746
Celda # 6-F2,Cu 324.75,0.076
Celda #5-9,Cu 324.75,2.192
Celda #(F1+F2),Cu 324.75,3.15
NE Tubo 1,Cu 324.75,0.025
NE Tubo 2,Cu 324.75,0.049
NE Tubo 4,Cu 324.75,2.317
NE Tubo 5,Cu 324.75,14.41
NE Tubo 6,Cu 324.75,7.032
NE Tubo 7,Cu 324.75,2.553
Puntual Noroeste,Cu 324.75,3.193
Barren Patios,Cu 324.75,2.882
Tubo 3,Cu 324.75,2.559
Especial 1,Cu 324.75,0.151
Especial 2,Cu 324.75,0.03
Especial 3,Cu 324.75,1.154
Especial 4,Cu 324.75,3.525
Especial 5,Cu 324.75,0.128
Especial 6,Cu 324.75,0.081
