Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.069
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.072
Columna #1,Au 242.80,0.059
Columna #2,Au 242.80,0.054
Columna #3,Au 242.80,0.036
Columna #4,Au 242.80,0.025
Columna #5,Au 242.80,0.011
Celda # 11-A,Au 242.80,0.083
Celda # 11-B,Au 242.80,0.013
Celda # 11-C,Au 242.80,0.023
Celda #5-9,Au 242.80,0.045
Celda #(F1+F2),Au 242.80,0.055
NE Tubo 1,Au 242.80,0.01
NE Tubo 2,Au 242.80,0.027
NE Tubo 4,Au 242.80,0.033
NE Tubo 5,Au 242.80,0.033
NE Tubo 6,Au 242.80,0.097
NE Tubo 7,Au 242.80,0.117
Puntual Noroeste,Au 242.80,0.066
Tubo 3,Au 242.80,0.069
Especial 1,Au 242.80,0.212
Especial 2,Au 242.80,0.273
Especial 3,Au 242.80,0.022
Especial 4,Au 242.80,0.032
Especial 5,Au 242.80,0.2
Especial 6,Au 242.80,0.012
