Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.234
Comp. Cola Columna,Cu 324.75,1.176
Barren,Cu 324.75,1.182
Cabeza puntual retorno,Cu 324.75,1.049
Celda # 11-A,Cu 324.75,0.473
Celda # 11-B,Cu 324.75,0.009
Celda # 11-C,Cu 324.75,0.039
Celda # 6-F2,Cu 324.75,0.034
Celda #5-9,Cu 324.75,3.876
Celda #(F1+F2),Cu 324.75,0.919
NE Tubo 1,Cu 324.75,0.04
NE Tubo 2,Cu 324.75,0.047
NE Tubo 4,Cu 324.75,0.01
NE Tubo 5,Cu 324.75,0.016
NE Tubo 6,Cu 324.75,0.024
NE Tubo 7,Cu 324.75,0.452
Puntual Noroeste,Cu 324.75,0.664
Barren Patios,Cu 324.75,0.968
Tubo 3,Cu 324.75,0.866
Especial 1,Cu 324.75,1.888
Especial 2,Cu 324.75,1.723
Especial 3,Cu 324.75,0.074
Especial 4,Cu 324.75,0.008
Especial 5,Cu 324.75,2.553
