Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.064
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.065
Celda # 11-A,Au 242.80,0.079
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.018
Celda # 6-F2,Au 242.80,0.116
Celda #5-9,Au 242.80,0.04
Celda #(F1+F2),Au 242.80,0.054
NE Tubo 1,Au 242.80,0.005
NE Tubo 2,Au 242.80,0.026
NE Tubo 4,Au 242.80,0.031
NE Tubo 5,Au 242.80,0.027
NE Tubo 6,Au 242.80,0.1
NE Tubo 7,Au 242.80,0.099
Puntual Noroeste,Au 242.80,0.062
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.072
Especial 1,Au 242.80,0.207
Especial 2,Au 242.80,0.255
Especial 3,Au 242.80,0.018
Especial 4,Au 242.80,0.026
Especial 5,Au 242.80,0.179
