Analista,DESM,,,,,,,
Fecha de inicio,7/7/2022 4:51 PM  GMT: 7/7/2022 9:51 PM,,,,,,,
Hoja de trabajo,SA000026_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
Ag,PATRON,1.0146,,mg/L,0.1063,0.1069,0.1061,0.1059
Ag,BLANCO,0.0012,,mg/L,0.0001,0.0004,0,0
Ag,BLANCO REACTIVO,0,,mg/L,0.0002,0.0006,0.0001,-0.0001
Ag,SA000026-001,0.4229,,mg/L,0.0018,0.002,0.0015,0.002
Ag,SA000026-002,0.0158,,mg/L,0.0001,-0.0001,-0.0001,0.0004
Ag,SA000026-003,0.1489,,mg/L,0.0006,0.0007,0.0001,0.0012
Ag,SA000026-004,0.0784,,mg/L,0.0003,0,0.0007,0.0003
Ag,SA000026-005,0.3046,,mg/L,0.0013,0.0008,0.0016,0.0015
Ag,SA000026-006,0.3324,,mg/L,0.0014,0.0007,0.0021,0.0016
Ag,SA000026-007,0.1958,,mg/L,0.0009,0.0009,0.0002,0.0014
Ag,SA000026-008,-0.0055,,mg/L,0,0,-0.0001,0.0001
Ag,SA000026-009,0.9434,,mg/L,0.0041,0.0042,0.0042,0.0039
Ag,SA000026-010,0.26,,mg/L,0.0011,0.0014,0.0016,0.0005
Ag,PATRON,0.9839,,mg/L,0.1032,0.1031,0.1027,0.1037
Ag,BLANCO,0.0021,,mg/L,0.0002,0.0005,-0.0002,0.0004
Ag,BLANCO REACTIVO,0,,mg/L,-0.0006,-0.0002,-0.0007,-0.0008
Ag,SA000026-011,0.4142,,mg/L,0.0018,0.0024,0.0011,0.0018
Ag,SA000026-012,0.3268,,mg/L,0.0014,0.0013,0.0016,0.0013
Ag,SA000026-013,0.4518,,mg/L,0.002,0.0015,0.0022,0.0022
Ag,SA000026-014,1.4146,,mg/L,0.0061,0.0056,0.0067,0.0062
Ag,SA000026-015,1.172,,mg/L,0.0051,0.0055,0.0047,0.005
Ag,SA000026-016,1.5668,,mg/L,0.0068,0.0065,0.0069,0.0069
Ag,SA000026-017,4.4584,,mg/L,0.0192,0.0189,0.0189,0.0198
Ag,SA000026-018,0.12,,mg/L,0.0005,0.0006,0.0008,0.0002
Ag,SA000026-019,1.8049,,mg/L,0.0078,0.0074,0.008,0.0081
Ag,SA000026-020,1.4942,,mg/L,0.0065,0.0062,0.0068,0.0064
Ag,PATRON,0.9976,,mg/L,0.1046,0.1034,0.1051,0.1052
Ag,BLANCO,0.0113,,mg/L,0.0012,0.0015,0.0008,0.0014
Ag,BLANCO REACTIVO,0,,mg/L,0,0.0004,0.0002,-0.0006
Ag,SA000026-021,3.3981,,mg/L,0.0147,0.0147,0.0148,0.0147
Ag,SA000026-022,23.7649,,mg/L,0.0999,0.0991,0.1004,0.1002
Ag,SA000026-023,1.1207,,mg/L,0.0049,0.0052,0.0048,0.0046
Ag,SA000026-024,0.7615,,mg/L,0.0033,0.0034,0.0033,0.0032
Ag,SA000026-025,0.8977,,mg/L,0.0039,0.004,0.0043,0.0034
Ag,SA000026-026,0.7646,,mg/L,0.0033,0.0037,0.0035,0.0027
Ag,SA000026-027,0.1698,,mg/L,0.0007,0.0005,0.0011,0.0007
Ag,SA000026-028,0.1771,,mg/L,0.0008,0.001,0.0006,0.0007
Ag,SA000026-029,0.1555,,mg/L,0.0007,0.0011,0.0001,0.0009
Ag,SA000026-030,0.1073,,mg/L,0.0005,0,0.0011,0.0003
Ag,PATRON,0.9958,,mg/L,0.1044,0.105,0.1048,0.1033
Ag,BLANCO,0.0032,,mg/L,0.0003,0.0003,0.0005,0.0003
Ag,BLANCO REACTIVO,0,,mg/L,-0.0002,0.0001,-0.0003,-0.0004
Ag,SA000026-031,0.3731,,mg/L,0.0016,0.0023,0.0012,0.0013
Ag,SA000026-032,0.4802,,mg/L,0.0021,0.0012,0.0023,0.0027
Ag,SA000026-033,0.1999,,mg/L,0.0009,0.0006,0.0009,0.0011
Ag,SA000026-034,0.2771,,mg/L,0.0012,0.0011,0.0011,0.0015
Ag,SA000026-035,0.4613,,mg/L,0.002,0.0025,0.0017,0.0018
Ag,SA000026-036,0.3693,,mg/L,0.0016,0.0014,0.0009,0.0025
Ag,SA000026-037,0.219,,mg/L,0.001,0.0009,0.001,0.0011
Ag,SA000026-038,0.0643,,mg/L,0.0003,-0.0004,0.0011,0.0001
Ag,SA000026-039,0.141,,mg/L,0.0006,0.0011,0.0006,0.0001
Ag,SA000026-040,0.1241,,mg/L,0.0005,0.0008,-0.0001,0.0009
Ag,PATRON,0.9837,,mg/L,0.1032,0.1031,0.1035,0.1029
Ag,BLANCO,0.0043,,mg/L,0.0005,0.0014,-0.0004,0.0003
Ag,BLANCO REACTIVO,0,,mg/L,-0.0008,-0.0011,-0.0004,-0.001
Ag,SA000026-041,0.2026,,mg/L,0.0009,0.0003,0.0012,0.0011
Ag,SA000026-042,0.365,,mg/L,0.0016,0.0009,0.001,0.0028
Ag,SA000026-043,0.2087,,mg/L,0.0009,0.0009,0.0009,0.0009
Ag,SA000026-044,0.2484,,mg/L,0.0011,0.0004,0.0011,0.0018
Ag,SA000026-045,0.3792,,mg/L,0.0016,0.0017,0.0014,0.0018
Ag,SA000026-046,0.3282,,mg/L,0.0014,0.0017,0.0014,0.0012
Ag,SA000026-047,0.3786,,mg/L,0.0016,0.0023,0.0012,0.0014
Ag,SA000026-048,0.4638,,mg/L,0.002,0.002,0.0022,0.0019
Ag,SA000026-049,2.6274,,mg/L,0.0113,0.0117,0.0112,0.0112
Ag,SA000026-050,0.4474,,mg/L,0.0019,0.0017,0.0019,0.0023
Ag,PATRON,1.0009,,mg/L,0.1049,0.1049,0.1054,0.1044
Ag,BLANCO,0.0101,,mg/L,0.0011,0.0007,0.0016,0.0009
Ag,BLANCO REACTIVO,0,,mg/L,-0.0002,-0.0003,-0.0001,0
Ag,SA000026-051,1,,mg/L,0.0043,0.0045,0.0043,0.0042
Ag,SA000026-052,0.2313,,mg/L,0.001,0.0006,0.0015,0.0009
Ag,SA000026-053,0.2693,,mg/L,0.0012,0.0021,0.0013,0.0001
Ag,SA000026-054,0.2193,,mg/L,0.001,0.0007,0.0015,0.0007
Ag,SA000026-055,0.2003,,mg/L,0.0009,0.0013,0.0006,0.0007
Ag,SA000026-056,0.4322,,mg/L,0.0019,0.0025,0.0017,0.0015
Ag,SA000026-057,0.2011,,mg/L,0.0009,0.0008,0.0009,0.001
Ag,SA000026-058,1.0915,,mg/L,0.0047,0.0041,0.0045,0.0055
Ag,SA000026-059,0.0693,,mg/L,0.0003,0.0001,0.001,-0.0002
Ag,SA000026-060,23.6336,,mg/L,0.0997,0.0992,0.0995,0.1003
Ag,PATRON,1.0021,,mg/L,0.105,0.1052,0.1053,0.1046
Ag,BLANCO,0.0058,,mg/L,0.0006,0.0004,0.0006,0.0009
Ag,BLANCO REACTIVO,0,,mg/L,-0.0004,-0.0001,-0.0008,-0.0002
