Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.064
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.068
Columna #1,Au 242.80,0.044
Columna #2,Au 242.80,0.029
Columna #3,Au 242.80,0.024
Columna #4,Au 242.80,0.012
Columna #5,Au 242.80,0.004
Celda # 11-A,Au 242.80,0.058
Celda # 11-B,Au 242.80,0.095
Celda # 11-C,Au 242.80,0
Celda #5-9,Au 242.80,0.024
Celda #(F1+F2),Au 242.80,0.062
NE Tubo 1,Au 242.80,0.007
NE Tubo 2,Au 242.80,0.044
NE Tubo 4,Au 242.80,0.059
NE Tubo 5,Au 242.80,0.066
NE Tubo 6,Au 242.80,0.084
NE Tubo 7,Au 242.80,0.046
Puntual Noroeste,Au 242.80,0.053
Barren Patios,Au 242.80,0.016
Tubo 3,Au 242.80,0.058
Especial 1,Au 242.80,0.12
Especial 2,Au 242.80,0.036
Especial 3,Au 242.80,0.018
Especial 4,Au 242.80,0.091
Especial 5,Au 242.80,0.029
