Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Cu 324.75,1.038
Columna #2,Cu 324.75,1.021
Columna #3,Cu 324.75,1
Columna #4,Cu 324.75,0.982
Columna #5,Cu 324.75,0.943
Comp. Cabeza Columna,Cu 324.75,1.301
Comp. Cola Columna,Cu 324.75,1.301
Barren,Cu 324.75,1.371
Cabeza puntual retorno,Cu 324.75,1.258
Celda # 11-A,Cu 324.75,0.098
Celda # 11-B,Cu 324.75,0.055
Celda # 11-C,Cu 324.75,0.738
Celda #5-9,Cu 324.75,7.728
Celda #(F1+F2),Cu 324.75,0.982
NE Tubo 1,Cu 324.75,0.025
NE Tubo 2,Cu 324.75,0.29
NE Tubo 4,Cu 324.75,1.336
NE Tubo 5,Cu 324.75,1.427
NE Tubo 6,Cu 324.75,1.667
NE Tubo 7,Cu 324.75,1.697
Puntual Noroeste,Cu 324.75,0.987
Barren Patios,Cu 324.75,1.106
Tubo 3,Cu 324.75,0.079
Especial 1,Cu 324.75,0.529
Especial 2,Cu 324.75,0.141
Especial 3,Cu 324.75,0.085
Especial 4,Cu 324.75,0.106
Especial 5,Cu 324.75,1.744
