Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.067
Columna #2,Au 242.80,0.041
Columna #3,Au 242.80,0.027
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.013
Comp. Cabeza Columna,Au 242.80,0.074
Cabeza puntual retorno,Au 242.80,0.073
Celda # 11-A,Au 242.80,0.062
Celda # 11-C,Au 242.80,0.049
Celda #5-9,Au 242.80,0.168
Celda #(F1+F2),Au 242.80,0.061
NE Tubo 2,Au 242.80,0.095
NE Tubo 4,Au 242.80,0.102
Puntual Noroeste,Au 242.80,0.061
Tubo 3,Au 242.80,0.042
Especial 1,Au 242.80,0.267
Especial 2,Au 242.80,0.136
Especial 3,Au 242.80,0.054
Especial 4,Au 242.80,0.124
Especial 5,Au 242.80,0.147
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.014
Celda # 11-B,Au 242.80,0.007
NE Tubo 5,Au 242.80,0.057
NE Tubo 6,Au 242.80,0.039
NE Tubo 7,Au 242.80,0.043
Barren Patios,Au 242.80,0.013
