Sample ID,Analyte Name,Reported Conc (Calib)
Especial 6,Cu 324.75,0.089
Pileta Patio,Cu 324.75,0.94
Comp. Cabeza Columna,Cu 324.75,5.458
Comp. Cola Columna,Cu 324.75,5.395
Barren,Cu 324.75,5.403
Cabeza puntual retorno,Cu 324.75,5.557
Celda # 11-A,Cu 324.75,2.66
Celda # 11-B,Cu 324.75,0.173
Celda # 11-C,Cu 324.75,0.801
Celda # 6-F2,Cu 324.75,0.04
Celda #5-9,Cu 324.75,0.801
Celda #(F1+F2),Cu 324.75,6.114
NE Tubo 1,Cu 324.75,0.026
NE Tubo 2,Cu 324.75,4.397
NE Tubo 4,Cu 324.75,0.881
NE Tubo 5,Cu 324.75,5.772
NE Tubo 6,Cu 324.75,0.68
NE Tubo 7,Cu 324.75,19.28
Puntual Noroeste,Cu 324.75,6.273
Barren Patios,Cu 324.75,4.933
Tubo 3,Cu 324.75,0.114
Especial 1,Cu 324.75,0.052
Especial 2,Cu 324.75,0.023
Especial 3,Cu 324.75,0.188
Especial 4,Cu 324.75,1.042
Especial 5,Cu 324.75,0.039
