Sample ID,Analyte Name,Reported Conc (Calib)
Cabeza puntual retorno,Au 242.80,0.059
Celda # 11-A,Au 242.80,0.086
Celda # 6-F2,Au 242.80,0.087
Celda #(F1+F2),Au 242.80,0.037
NE Tubo 6,Au 242.80,0.042
NE Tubo 7,Au 242.80,0.102
Puntual Noroeste,Au 242.80,0.041
Tubo 3,Au 242.80,0.059
Especial 1,Au 242.80,0.135
Especial 2,Au 242.80,0.198
Especial 5,Au 242.80,0.143
Comp. Cola Columna,Au 242.80,0.007
Comp. Cabeza Columna,Au 242.80,0.061
Celda # 11-B,Au 242.80,0.004
Celda #5-9,Au 242.80,0.031
NE Tubo 1,Au 242.80,0.006
NE Tubo 2,Au 242.80,0.025
NE Tubo 4,Au 242.80,0.017
NE Tubo 5,Au 242.80,0.006
BARREN PATIOS,Au 242.80,0.012
Especial 3,Au 242.80,0.041
Especial 4,Au 242.80,0.028
Especial 6,Au 242.80,0.007
Barren,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.012
