Analista,JCAN,,,,,,,
Fecha de inicio,7/8/2022 1:58 AM  GMT: 7/8/2022 6:58 AM,,,,,,,
Hoja de trabajo,SA000034_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
Ag,PATRON,1.0008,,mg/L,0.096,0.0973,0.0963,0.0943
Ag,BLANCO,0.0013,,mg/L,0.0001,0.0001,0.0002,0.0001
Ag,BLANCO REACTIVO,0,,mg/L,0.0005,0.0005,0.0003,0.0008
Ag,SA000034-001,2.2783,,mg/L,0.0091,0.0088,0.009,0.0095
Ag,SA000034-002,1.1913,,mg/L,0.0047,0.0049,0.0046,0.0047
Ag,SA000034-003,1.645,,mg/L,0.0066,0.0061,0.0068,0.0068
Ag,SA000034-004,0.6446,,mg/L,0.0026,0.0022,0.0032,0.0023
Ag,SA000034-005,0.7441,,mg/L,0.003,0.0033,0.0025,0.0031
Ag,SA000034-006,1.0956,,mg/L,0.0043,0.004,0.0052,0.0039
Ag,SA000034-007,0.7101,,mg/L,0.0028,0.0026,0.0026,0.0032
Ag,SA000034-008,0.7217,,mg/L,0.0029,0.0028,0.0021,0.0037
Ag,SA000034-009,1.5988,,mg/L,0.0064,0.006,0.0063,0.0068
Ag,SA000034-010,-0.0195,,mg/L,-0.0001,0.0006,-0.0002,-0.0007
Ag,PATRON,0.9999,,mg/L,0.0959,0.0988,0.0937,0.0952
Ag,BLANCO,0.0055,,mg/L,0.0005,0.0004,0.0012,0
Ag,BLANCO REACTIVO,0,,mg/L,0.0004,0.0004,0.0006,0.0003
Ag,SA000034-011,0.3791,,mg/L,0.0015,0.0005,0.0024,0.0016
Ag,SA000034-012,1.4972,,mg/L,0.006,0.0061,0.0059,0.006
Ag,SA000034-013,1.1123,,mg/L,0.0044,0.0044,0.0038,0.0051
Ag,SA000034-014,1.5371,,mg/L,0.0061,0.0064,0.0065,0.0054
Ag,SA000034-015,1.2111,,mg/L,0.0048,0.005,0.005,0.0046
Ag,SA000034-016,1.423,,mg/L,0.0057,0.0054,0.0054,0.0063
Ag,SA000034-017,2.8973,,mg/L,0.0115,0.0112,0.0118,0.0114
Ag,SA000034-018,2.4595,,mg/L,0.0099,0.0105,0.0092,0.0099
Ag,SA000034-019,2.5456,,mg/L,0.0101,0.011,0.0095,0.0097
Ag,SA000034-020,2.4009,,mg/L,0.0096,0.0099,0.0096,0.0092
Ag,PATRON,1.01,,mg/L,0.0969,0.0992,0.0944,0.097
Ag,BLANCO,0.0025,,mg/L,0.0002,0.0005,-0.0002,0.0004
