Analista,CFR,,,,,,,
Fecha de inicio,7/13/2022 3:15 PM  GMT: 7/13/2022 8:15 PM,,,,,,,
Hoja de trabajo,SA000069_6,,,,,,,
Comentario,,,,,,,,
Métodos,Ag,,,,,,,
,,,,,,,,
Método: Ag VHAA-Ag (Llama),,,,,,,,
,,,,,,,,
Ag,PATRON,1.0028,,mg/L,0.1338,0.1328,0.1356,0.1329
Ag,BLANCO,-0.006,,mg/L,-0.0008,-0.0011,0.0001,-0.0014
Ag,BLANCO REACTIVO,0,,mg/L,-0.0016,-0.0032,-0.0007,-0.0008
Ag,SA000069-001,0.5808,,mg/L,0.0032,0.0024,0.0045,0.0025
Ag,SA000069-002,1.2995,,mg/L,0.007,0.0057,0.0083,0.007
Ag,SA000069-003,1.0314,,mg/L,0.0056,0.0067,0.0049,0.0053
Ag,SA000069-004,14.0934,,mg/L,0.0773,0.0765,0.0781,0.0773
Ag,SA000069-005,1.2131,,mg/L,0.0067,0.0061,0.0075,0.0065
Ag,SA000069-006,0.2868,,mg/L,0.0016,0.002,0.0016,0.001
Ag,SA000069-007,0.8919,,mg/L,0.005,0.0061,0.0046,0.0043
Ag,SA000069-008,0.2294,,mg/L,0.0013,0.0012,-0.0001,0.0027
Ag,SA000069-009,0.1885,,mg/L,0.001,0.0009,0.0011,0.001
Ag,SA000069-010,4.8841,,mg/L,0.0269,0.0279,0.0267,0.026
Ag,PATRON,1.0146,,mg/L,0.1289,0.13,0.1289,0.1277
Ag,BLANCO,-0.0008,,mg/L,-0.0001,-0.0003,0.0005,-0.0005
Ag,BLANCO REACTIVO,0,,mg/L,-0.0013,-0.0021,0.0003,-0.0021
Ag,SA000069-011,2.803,,mg/L,0.0147,0.0151,0.0142,0.0147
Ag,SA000069-012,8.8654,,mg/L,0.0464,0.0477,0.0465,0.0451
Ag,SA000069-013,4.72,,mg/L,0.0252,0.0258,0.0246,0.0251
Ag,SA000069-014,5.6096,,mg/L,0.0297,0.0292,0.0292,0.0307
Ag,SA000069-015,6.7497,,mg/L,0.0358,0.0367,0.0348,0.036
Ag,SA000069-016,8.1829,,mg/L,0.0433,0.0452,0.0422,0.0424
Ag,SA000069-017,2.4529,,mg/L,0.0129,0.0127,0.0116,0.0145
Ag,SA000069-018,1.4742,,mg/L,0.0077,0.0056,0.0087,0.0088
Ag,SA000069-019,4.8593,,mg/L,0.0252,0.0251,0.0258,0.0247
Ag,SA000069-020,-0.0245,,mg/L,-0.0001,-0.0008,-0.0007,0.0011
Ag,PATRON,1.015,,mg/L,0.1289,0.1282,0.1295,0.129
Ag,BLANCO,0.0044,,mg/L,0.0006,0.0015,-0.0004,0.0005
Ag,BLANCO REACTIVO,0,,mg/L,-0.0006,-0.001,-0.0003,-0.0006
Ag,SA000069-021,3.937,,mg/L,0.0205,0.0206,0.0192,0.0216
Ag,SA000069-022,6.5834,,mg/L,0.035,0.0357,0.035,0.0342
Ag,SA000069-023,-0.2787,,mg/L,-0.0014,-0.001,-0.0021,-0.0012
Ag,SA000069-024,1.6391,,mg/L,0.0085,0.0077,0.0087,0.0091
Ag,SA000069-025,1.4723,,mg/L,0.0076,0.0083,0.0063,0.0083
Ag,SA000069-026,0.6055,,mg/L,0.0033,0.0042,0.002,0.0037
Ag,SA000069-027,0.6327,,mg/L,0.0033,0.0028,0.0022,0.0049
Ag,SA000069-028,0.5938,,mg/L,0.0032,0.0035,0.004,0.002
Ag,SA000069-029,0.0729,,mg/L,0.0004,0.0002,0.0016,-0.0007
Ag,PATRON,1.0059,,mg/L,0.1278,0.1274,0.1293,0.1267
Ag,BLANCO,-0.0067,,mg/L,-0.0009,-0.0001,-0.0006,-0.0019
Ag,BLANCO REACTIVO,0,,mg/L,-0.001,-0.0015,-0.0016,0.0001
