Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,2.758
Cabeza puntual retorno,Cu 324.75,2.767
Celda #(F1+F2),Cu 324.75,1.749
Puntual Noroeste,Cu 324.75,1.757
Tubo 3,Cu 324.75,2.155
Comp. Cola Columna,Cu 324.75,2.593
Barren,Cu 324.75,2.379
Celda # 11-A,Cu 324.75,0.113
Celda # 11-B,Cu 324.75,0.080
Celda # 11-C,Cu 324.75,0.194
Celda #5-9,Cu 324.75,8.439
NE Tubo 1,Cu 324.75,0.591
NE Tubo 2,Cu 324.75,0.075
NE Tubo 4,Cu 324.75,0.070
NE Tubo 5,Cu 324.75,0.037
NE Tubo 6,Cu 324.75,0.011
NE Tubo 7,Cu 324.75,0.636
Barren Patios,Cu 324.75,1.682
Especial 1,Cu 324.75,3.949
Especial 2,Cu 324.75,4.696
Especial 3,Cu 324.75,0.337
Especial 4,Cu 324.75,0.079
Especial 5,Cu 324.75,6.253
Columna #1,Cu 324.75,1.891
Columna #2,Cu 324.75,1.830
Columna #3,Cu 324.75,1.817
Columna #4,Cu 324.75,1.789
Columna #5,Cu 324.75,1.779
