Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.924
Cabeza puntual retorno,Cu 324.75,0.982
Celda #(F1+F2),Cu 324.75,1.003
Puntual Noroeste,Cu 324.75,1.095
Tubo 3,Cu 324.75,0.961
Comp. Cola Columna,Cu 324.75,1.064
Barren,Cu 324.75,0.964
Celda # 11-A,Cu 324.75,0.107
Celda # 11-B,Cu 324.75,0.439
Celda # 11-C,Cu 324.75,0.154
Celda # 6-F2,Cu 324.75,0.078
Celda #5-9,Cu 324.75,0.109
NE Tubo 1,Cu 324.75,0.084
NE Tubo 2,Cu 324.75,0.161
NE Tubo 4,Cu 324.75,0.116
NE Tubo 5,Cu 324.75,0.092
NE Tubo 6,Cu 324.75,0.080
NE Tubo 7,Cu 324.75,4.631
Especial 1,Cu 324.75,0.123
Barren Patios,Cu 324.75,0.993
Especial 2,Cu 324.75,0.165
Especial 3,Cu 324.75,0.145
Especial 4,Cu 324.75,0.132
Especial 5,Cu 324.75,0.129
