Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.951
Comp. Cola Columna,Cu 324.75,1.068
Barren,Cu 324.75,0.866
Cabeza puntual retorno,Cu 324.75,0.943
Celda # 11-A,Cu 324.75,0.099
Celda # 11-B,Cu 324.75,0.05
Celda # 11-C,Cu 324.75,0.483
Celda # 6-F2,Cu 324.75,0.368
Celda #5-9,Cu 324.75,7.019
Celda #(F1+F2),Cu 324.75,0.578
NE Tubo 1,Cu 324.75,0.036
NE Tubo 2,Cu 324.75,0.166
NE Tubo 4,Cu 324.75,0.803
NE Tubo 5,Cu 324.75,0.616
NE Tubo 6,Cu 324.75,0.531
NE Tubo 7,Cu 324.75,1.185
Puntual Noroeste,Cu 324.75,0.601
Barren Patios,Cu 324.75,0.781
Tubo 3,Cu 324.75,0.108
Especial 1,Cu 324.75,0.455
Especial 2,Cu 324.75,0.165
Especial 3,Cu 324.75,0.096
Especial 4,Cu 324.75,0.14
Especial 5,Cu 324.75,0.677
Especial 6,Cu 324.75,0.057
