Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.998
Comp. Cola Columna,Cu 324.75,0.845
Barren,Cu 324.75,1.013
Cabeza puntual retorno,Cu 324.75,0.93
Celda # 11-A,Cu 324.75,0.111
Celda # 11-B,Cu 324.75,0.069
Celda # 11-C,Cu 324.75,1.257
Celda # 6-F2,Cu 324.75,0.041
Celda #5-9,Cu 324.75,6.987
Celda #(F1+F2),Cu 324.75,0.719
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.181
NE Tubo 4,Cu 324.75,1.44
NE Tubo 5,Cu 324.75,0.844
NE Tubo 6,Cu 324.75,0.251
NE Tubo 7,Cu 324.75,1.705
Puntual Noroeste,Cu 324.75,0.746
Tubo 3,Cu 324.75,0.136
Especial 1,Cu 324.75,0.123
Especial 2,Cu 324.75,0.041
Especial 3,Cu 324.75,0.104
Especial 4,Cu 324.75,0.145
Especial 5,Cu 324.75,0.143
