Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.326
Comp. Cola Columna,Cu 324.75,2.221
Barren,Cu 324.75,2.132
Cabeza puntual retorno,Cu 324.75,2.223
Columna #1,Cu 324.75,2.134
Columna #2,Cu 324.75,2.057
Columna #3,Cu 324.75,2.119
Columna #4,Cu 324.75,2.083
Columna #5,Cu 324.75,2.096
Celda # 11-A,Cu 324.75,0.639
Celda # 11-B,Cu 324.75,0.025
Celda # 11-C,Cu 324.75,0.039
Celda #5-9,Cu 324.75,9.883
Celda #(F1+F2),Cu 324.75,0.802
NE Tubo 2,Cu 324.75,0.082
NE Tubo 1,Cu 324.75,0.049
NE Tubo 4,Cu 324.75,0.303
NE Tubo 5,Cu 324.75,0.051
NE Tubo 6,Cu 324.75,0.099
NE Tubo 7,Cu 324.75,0.377
Puntual Noroeste,Cu 324.75,0.825
Barren Patios,Cu 324.75,1.758
Tubo 3,Cu 324.75,1.302
Especial 1,Cu 324.75,3.834
Especial 2,Cu 324.75,1.842
Especial 3,Cu 324.75,0.987
Especial 4,Cu 324.75,1.555
Especial 5,Cu 324.75,7.844
Especial 6,Cu 324.75,0.058
