Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.688
Comp. Cola Columna,Cu 324.75,1.490
Barren,Cu 324.75,1.555
Cabeza puntual retorno,Cu 324.75,1.692
Celda # 11-A,Cu 324.75,5.805
Celda # 11-B,Cu 324.75,1.308
Celda # 11-C,Cu 324.75,0.388
Celda #5-9,Cu 324.75,1.860
Celda #(F1+F2),Cu 324.75,1.545
NE Tubo 1,Cu 324.75,0.013
NE Tubo 2,Cu 324.75,1.839
NE Tubo 4,Cu 324.75,2.850
NE Tubo 5,Cu 324.75,2.370
NE Tubo 6,Cu 324.75,1.084
NE Tubo 7,Cu 324.75,1.060
Puntual Noroeste,Cu 324.75,1.519
Barren Patios,Cu 324.75,1.548
Tubo 3,Cu 324.75,0.340
Especial 1,Cu 324.75,0.250
Especial 2,Cu 324.75,0.016
Especial 3,Cu 324.75,0.335
Especial 4,Cu 324.75,0.288
Especial 5,Cu 324.75,0.047
Columna #1,Cu 324.75,1.614
Columna #2,Cu 324.75,1.590
Columna #3,Cu 324.75,1.575
Columna #4,Cu 324.75,1.543
Columna #5,Cu 324.75,1.510
