Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.212
Comp. Cola Columna,Cu 324.75,2.009
Barren,Cu 324.75,1.946
Cabeza puntual retorno,Cu 324.75,2.075
Columna #1,Cu 324.75,1.964
Columna #2,Cu 324.75,2.001
Columna #3,Cu 324.75,2.022
Columna #4,Cu 324.75,2.002
Columna #5,Cu 324.75,1.996
Celda # 11-A,Cu 324.75,0.769
Celda # 11-B,Cu 324.75,0.069
Celda # 11-C,Cu 324.75,0.039
Celda #5-9,Cu 324.75,8.578
Celda #(F1+F2),Cu 324.75,0.762
NE Tubo 1,Cu 324.75,0.026
NE Tubo 2,Cu 324.75,0.041
NE Tubo 4,Cu 324.75,0.194
NE Tubo 5,Cu 324.75,0.034
NE Tubo 6,Cu 324.75,0.045
NE Tubo 7,Cu 324.75,0.47
Puntual Noroeste,Cu 324.75,0.815
Barren Patios,Cu 324.75,1.886
Tubo 3,Cu 324.75,1.457
Especial 1,Cu 324.75,4.226
Especial 2,Cu 324.75,2.202
Especial 3,Cu 324.75,1.115
Especial 4,Cu 324.75,1.912
Especial 5,Cu 324.75,8.32
Especial 6,Cu 324.75,0.151
