Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.351
Comp. Cola Columna,Cu 324.75,1.326
Barren,Cu 324.75,1.464
Cabeza puntual retorno,Cu 324.75,1.355
Celda # 11-A,Cu 324.75,1.996
Celda # 11-B,Cu 324.75,0.167
Celda # 11-C,Cu 324.75,0.227
Celda # 6-F2,Cu 324.75,0.190
Celda #5-9,Cu 324.75,1.804
Celda #(F1+F2),Cu 324.75,1.228
NE Tubo 1,Cu 324.75,0.118
NE Tubo 2,Cu 324.75,0.249
NE Tubo 4,Cu 324.75,0.210
NE Tubo 5,Cu 324.75,0.132
NE Tubo 6,Cu 324.75,0.111
NE Tubo 7,Cu 324.75,0.832
Puntual Noroeste,Cu 324.75,1.135
Barren Patios,Cu 324.75,1.365
Tubo 3,Cu 324.75,1.367
Especial 1,Cu 324.75,1.071
Especial 2,Cu 324.75,0.345
Especial 3,Cu 324.75,0.176
Especial 4,Cu 324.75,0.173
Especial 5,Cu 324.75,0.335
