Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.102
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.103
Celda # 11-A,Au 242.80,0.057
Celda # 11-B,Au 242.80,0.032
Celda # 11-C,Au 242.80,0.006
Celda #5-9,Au 242.80,0.012
Celda #(F1+F2),Au 242.80,0.105
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.092
NE Tubo 4,Au 242.80,0.04
NE Tubo 5,Au 242.80,0.035
NE Tubo 6,Au 242.80,0.07
NE Tubo 7,Au 242.80,0.068
Puntual Noroeste,Au 242.80,0.103
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.135
Especial 1,Au 242.80,0.07
Especial 2,Au 242.80,0.037
Especial 3,Au 242.80,0.053
Especial 4,Au 242.80,0.058
Especial 5,Au 242.80,0.023
Columna #1,Au 242.80,0.056
Columna #2,Au 242.80,0.04
Columna #3,Au 242.80,0.026
Columna #4,Au 242.80,0.018
Columna #5,Au 242.80,0.009
