Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.516
Comp. Cola Columna,Cu 324.75,1.538
Barren,Cu 324.75,1.168
Cabeza puntual retorno,Cu 324.75,1.518
Celda # 11-A,Cu 324.75,0.25
Celda # 11-B,Cu 324.75,0.266
Celda # 11-C,Cu 324.75,0.164
Celda #5-9,Cu 324.75,3.255
Celda #(F1+F2),Cu 324.75,1.67
NE Tubo 1,Cu 324.75,0.036
NE Tubo 2,Cu 324.75,0.969
NE Tubo 4,Cu 324.75,0.058
NE Tubo 5,Cu 324.75,0.06
NE Tubo 6,Cu 324.75,0.08
NE Tubo 7,Cu 324.75,0.901
Puntual Noroeste,Cu 324.75,0.601
Tubo 3,Cu 324.75,0.778
Especial 1,Cu 324.75,0.173
Especial 2,Cu 324.75,0.127
Especial 3,Cu 324.75,0.114
Especial 4,Cu 324.75,0.119
Especial 5,Cu 324.75,0.711
Columna #1,Cu 324.75,1.485
Columna #2,Cu 324.75,1.442
Columna #3,Cu 324.75,1.415
Columna #5,Cu 324.75,1.431
