Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.092
Comp. Cola Columna,Au 242.80,0.007
Barren,Au 242.80,0.007
Cabeza puntual retorno,Au 242.80,0.092
Celda # 11-A,Au 242.80,0.042
Celda # 11-B,Au 242.80,0.004
Celda # 11-C,Au 242.80,0.001
Celda #5-9,Au 242.80,0.038
Celda #(F1+F2),Au 242.80,0.090
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.065
NE Tubo 4,Au 242.80,0.041
NE Tubo 5,Au 242.80,0.015
NE Tubo 6,Au 242.80,0.010
NE Tubo 7,Au 242.80,0.039
Puntual Noroeste,Au 242.80,0.093
Tubo 3,Au 242.80,0.172
Especial 1,Au 242.80,0.058
Especial 2,Au 242.80,0.040
Especial 3,Au 242.80,0.001
Especial 4,Au 242.80,0.017
Especial 5,Au 242.80,0.050
Columna #1,Au 242.80,0.066
Columna #2,Au 242.80,0.046
Columna #3,Au 242.80,0.023
Columna #5,Au 242.80,0.014
