Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.297
Comp. Cola Columna,Cu 324.75,0.321
Barren,Cu 324.75,0.24
Cabeza puntual retorno,Cu 324.75,0.286
Celda # 11-A,Cu 324.75,0.069
Celda # 11-B,Cu 324.75,0.041
Celda # 11-C,Cu 324.75,0.17
Celda #5-9,Cu 324.75,0.593
Celda #(F1+F2),Cu 324.75,0.315
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.125
NE Tubo 4,Cu 324.75,0.08
NE Tubo 5,Cu 324.75,0.073
NE Tubo 6,Cu 324.75,0.092
NE Tubo 7,Cu 324.75,0.1
Puntual Noroeste,Cu 324.75,0.286
Barren Patios,Cu 324.75,0.258
Tubo 3,Cu 324.75,0.955
Especial 1,Cu 324.75,0.043
Especial 2,Cu 324.75,0.033
Especial 3,Cu 324.75,0.058
Especial 4,Cu 324.75,0.091
Especial 5,Cu 324.75,0.094
Columna #1,Cu 324.75,0.272
Columna #2,Cu 324.75,0.256
Columna #3,Cu 324.75,0.221
Columna #4,Cu 324.75,0.19
Columna #5,Cu 324.75,0.168
