"Analyst",""
"Date Started","6/5/2025 9:13 PM  GMT: 6/6/2025 4:13 AM"
"Worksheet","LC004667_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"6/5/2025","9:56:34 PM","PATRON",0.9111,"","mg/L",0.9
"6/5/2025","9:56:50 PM","BLANCO",0.0071,"","mg/L",27.8
"6/5/2025","9:57:00 PM","REAGENT BLANK",0.0000,"","mg/L",">100"
"6/5/2025","9:57:10 PM","LC004667-001",0.0674,"","mg/L",2.2
"6/5/2025","9:57:22 PM","LC004667-002",0.0405,"","mg/L",2.2
"6/5/2025","9:57:34 PM","LC004667-003",0.0006,"","mg/L",">100"
"6/5/2025","9:57:44 PM","LC004667-004",0.0011,"","mg/L",53.3
"6/5/2025","9:57:54 PM","LC004667-005",0.1146,"","mg/L",0.7
"6/5/2025","9:58:06 PM","LC004667-006",0.1571,"","mg/L",0.3
"6/5/2025","9:58:22 PM","PATRON",0.8925,"","mg/L",1.2
"6/5/2025","9:58:38 PM","LC004667-007",0.0547,"","mg/L",2.4
"6/5/2025","9:58:48 PM","LC004667-008",0.0473,"","mg/L",0.5
"6/5/2025","9:58:58 PM","LC004667-009",0.0639,"","mg/L",1.3
"6/5/2025","9:59:08 PM","LC004667-010",0.1555,"","mg/L",0.6
"6/5/2025","9:59:08 PM","PATRON","","","mg/L",""

"Method: Au AU ALTO (Flame)"

