Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.341
Comp. Cola Columna,Cu 324.75,0.289
Barren,Cu 324.75,0.33
Cabeza puntual retorno,Cu 324.75,0.331
Celda # 11-A,Cu 324.75,0.236
Celda # 11-B,Cu 324.75,0.232
Celda # 11-C,Cu 324.75,0.121
Celda # 6-F2,Cu 324.75,0.025
Celda #5-9,Cu 324.75,1.753
Celda #(F1+F2),Cu 324.75,0.248
NE Tubo 1,Cu 324.75,0.032
NE Tubo 2,Cu 324.75,0.089
NE Tubo 4,Cu 324.75,0.21
NE Tubo 5,Cu 324.75,0.048
NE Tubo 6,Cu 324.75,0.019
NE Tubo 7,Cu 324.75,0.889
Puntual Noroeste,Cu 324.75,0.27
Barren Patios,Cu 324.75,0.263
Tubo 3,Cu 324.75,0.082
Especial 1,Cu 324.75,1.268
Especial 2,Cu 324.75,0.077
Especial 3,Cu 324.75,0.067
Especial 4,Cu 324.75,0.043
Especial 5,Cu 324.75,0.103
