Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.153
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.008
Cabeza puntual retorno,Au 242.80,0.152
Celda # 11-A,Au 242.80,0.101
Celda # 11-B,Au 242.80,0.058
Celda # 11-C,Au 242.80,0.022
Celda # 6-F2,Au 242.80,0.067
Celda #5-9,Au 242.80,0.052
Celda #(F1+F2),Au 242.80,0.155
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.11
NE Tubo 4,Au 242.80,0.279
NE Tubo 5,Au 242.80,0.323
NE Tubo 6,Au 242.80,0.245
NE Tubo 7,Au 242.80,0.107
Puntual Noroeste,Au 242.80,0.166
Barren Patios,Au 242.80,0.007
Tubo 3,Au 242.80,0.095
Especial 1,Au 242.80,0.038
Especial 2,Au 242.80,0.051
Especial 3,Au 242.80,0.036
Especial 4,Au 242.80,0.034
Especial 5,Au 242.80,0.064
Especial 6,Au 242.80,0.032
