Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.091
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.007
Cabeza puntual retorno,Au 242.80,0.092
Celda # 11-A,Au 242.80,0.053
Celda # 11-B,Au 242.80,0.015
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.167
Celda #5-9,Au 242.80,0.047
Celda #(F1+F2),Au 242.80,0.092
NE Tubo 1,Au 242.80,0.008
NE Tubo 2,Au 242.80,0.088
NE Tubo 4,Au 242.80,0.059
NE Tubo 5,Au 242.80,0.042
NE Tubo 6,Au 242.80,0.03
NE Tubo 7,Au 242.80,0.055
Puntual Noroeste,Au 242.80,0.091
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.188
Especial 1,Au 242.80,0.058
Especial 2,Au 242.80,0.05
Especial 3,Au 242.80,0.009
Especial 4,Au 242.80,0.012
Especial 5,Au 242.80,0.06
Especial 6,Au 242.80,0.004
