Analista,,,,,,,,,
Fecha de inicio,15/02/2023 10:09,,,,,,,,
Hoja de trabajo,Sa000370_6,,,,,,,,
Comentario,,,,,,,,,
Métodos,Ag,,,,,,,,
,,,,,,,,,
Método: Ag VHAAAG (Llama),,,,,,,,,
,,,,,,,,,
Ag,PATRON,1.0074,,mg/L,0.4,0.1348,0.1349,0.1352,0.1343
Ag,BLANCO,0.0031,,mg/L,21.5,0.0004,0.0004,0.0004,0.0005
Ag,BLANCO REACTIVO,0,,mg/L,74.9,0.0012,0.0008,0.0021,0.0005
Ag,SA000370-001,6.4576,,mg/L,0.7,0.0361,0.0363,0.0363,0.0359
Ag,SA000370-002,5.9267,,mg/L,1.3,0.0321,0.0319,0.0326,0.032
Ag,SA000370-003,-0.1071,,mg/L,21.1,-0.0006,-0.0007,-0.0006,-0.0004
Ag,SA000370-004,7.5293,,mg/L,0.7,0.0424,0.0422,0.0427,0.0422
Ag,SA000370-005,15.813,,mg/L,0.7,0.0858,0.0852,0.0864,0.0858
Ag,PATRON,1.01,,mg/L,1.1,0.1352,0.1365,0.1354,0.1336
Ag,SA000370-006,8.4192,,mg/L,0.7,0.0459,0.0463,0.0456,0.0459
Ag,SA000370-007,9.1999,,mg/L,0.7,0.0513,0.0509,0.0516,0.0513
Ag,SA000370-008,-0.1572,,mg/L,6,-0.0009,-0.0009,-0.0008,-0.0008
Ag,SA000370-009,6.4529,,mg/L,1,0.0355,0.0354,0.0352,0.0359
Ag,SA000370-010,9.1946,,mg/L,1,0.0503,0.0499,0.0503,0.0509
Ag,PATRON,1.017,,mg/L,0.1,0.1361,0.136,0.136,0.1363
Ag,BLANCO,-0.0021,,mg/L,37.6,-0.0003,-0.0003,-0.0002,-0.0004
Ag,BLANCO REACTIVO,0,,mg/L,34.6,0.0007,0.0004,0.0008,0.0009
Ag,SA000370-011,9.9568,,mg/L,0.7,0.0541,0.0546,0.0539,0.054
Ag,SA000370-012,11.6699,,mg/L,1.2,0.0644,0.0649,0.0649,0.0635
Ag,SA000370-013,15.4063,,mg/L,0.2,0.0862,0.0861,0.0863,0.0864
Ag,PATRON,1.019,,mg/L,0.6,0.1363,0.1372,0.1355,0.1363
Ag,BLANCO,0.0005,,mg/L,>100,0.0001,0.0002,0,0
Ag,BLANCO REACTIVO,0,,mg/L,26.9,0.0008,0.0007,0.0011,0.0007
