Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.1
Comp. Cola Columna,Au 242.80,0.001
Barren,Au 242.80,0.002
Cabeza puntual retorno,Au 242.80,0.1
Celda # 11-A,Au 242.80,0.093
Celda # 11-B,Au 242.80,0.031
Celda # 11-C,Au 242.80,0.015
Celda # 6-F2,Au 242.80,0.055
Celda #5-9,Au 242.80,0.059
Celda #(F1+F2),Au 242.80,0.099
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.065
NE Tubo 4,Au 242.80,0.087
NE Tubo 5,Au 242.80,0.017
NE Tubo 6,Au 242.80,0.016
NE Tubo 7,Au 242.80,0.072
Puntual Noroeste,Au 242.80,0.096
Barren Patios,Au 242.80,0.001
Tubo 3,Au 242.80,0.146
Especial 1,Au 242.80,0.094
Especial 2,Au 242.80,0.039
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.019
Especial 5,Au 242.80,0.034
Especial 6,Au 242.80,0.006
