Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.091
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.094
Celda # 11-A,Au 242.80,0.057
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.005
Celda # 6-F2,Au 242.80,0.163
Celda #5-9,Au 242.80,0.047
Celda #(F1+F2),Au 242.80,0.09
NE Tubo 1,Au 242.80,0.009
NE Tubo 2,Au 242.80,0.081
NE Tubo 4,Au 242.80,0.043
NE Tubo 5,Au 242.80,0.034
NE Tubo 6,Au 242.80,0.031
NE Tubo 7,Au 242.80,0.052
Puntual Noroeste,Au 242.80,0.094
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.181
Especial 1,Au 242.80,0.053
Especial 2,Au 242.80,0.052
Especial 3,Au 242.80,0.009
Especial 4,Au 242.80,0.01
Especial 5,Au 242.80,0.06
Especial 6,Au 242.80,0.01
