Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.352
Comp. Cola Columna,Cu 324.75,0.833
Barren,Cu 324.75,0.725
Cabeza puntual retorno,Cu 324.75,1.438
Celda # 11-A,Cu 324.75,0.152
Celda # 11-B,Cu 324.75,0.076
Celda # 11-C,Cu 324.75,0.058
Celda # 6-F2,Cu 324.75,13.6
Celda #5-9,Cu 324.75,0.282
Celda #(F1+F2),Cu 324.75,1.714
NE Tubo 1,Cu 324.75,11.66
NE Tubo 2,Cu 324.75,0.437
NE Tubo 4,Cu 324.75,0.607
NE Tubo 5,Cu 324.75,0.186
NE Tubo 6,Cu 324.75,0.189
NE Tubo 7,Cu 324.75,1.84
Puntual Noroeste,Cu 324.75,0.996
Barren Patios,Cu 324.75,1.084
Tubo 3,Cu 324.75,1.687
Especial 1,Cu 324.75,0.105
Especial 2,Cu 324.75,0.074
Especial 3,Cu 324.75,0.13
Especial 4,Cu 324.75,0.149
Especial 5,Cu 324.75,0.094
Especial 6,Cu 324.75,0.076
