Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.100
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.004
Cabeza puntual retorno,Au 242.80,0.102
Celda # 11-A,Au 242.80,0.003
Celda # 11-B,Au 242.80,0.000
Celda # 11-C,Au 242.80,0.000
Celda # 6-F2,Au 242.80,0.038
Celda #5-9,Au 242.80,0.058
Celda #(F1+F2),Au 242.80,0.121
NE Tubo 1,Au 242.80,0.000
NE Tubo 2,Au 242.80,0.094
NE Tubo 4,Au 242.80,0.082
NE Tubo 5,Au 242.80,0.188
NE Tubo 6,Au 242.80,0.228
NE Tubo 7,Au 242.80,0.046
Puntual Noroeste,Au 242.80,0.122
Barren Patios,Au 242.80,0.003
Tubo 3,Au 242.80,0.110
Especial 1,Au 242.80,0.101
Especial 2,Au 242.80,0.074
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.034
Especial 5,Au 242.80,0.075
