Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.075
Cabeza puntual retorno,Au 242.80,0.074
Celda #(F1+F2),Au 242.80,0.085
Puntual Noroeste,Au 242.80,0.053
Tubo 3,Au 242.80,0.049
NE Tubo 2,Au 242.80,0.112
NE Tubo 4,Au 242.80,0.039
Especial 1,Au 242.80,0.022
Especial 2,Au 242.80,0.058
Especial 3,Au 242.80,0.008
Especial 4,Au 242.80,0.006
Especial 5,Au 242.80,0.036
Columna #1,Au 242.80,0.054
Columna #2,Au 242.80,0.042
Columna #3,Au 242.80,0.021
Columna #4,Au 242.80,0.012
Columna #5,Au 242.80,0.004
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.01
Barren Patios,Au 242.80,0.011
NE Tubo 1,Au 242.80,0.289
NE Tubo 5,Au 242.80,0.028
NE Tubo 6,Au 242.80,0.019
NE Tubo 7,Au 242.80,0.019
Celda # 11-A,Au 242.80,0.016
Celda # 11-B,Au 242.80,0.018
Celda # 11-C,Au 242.80,0.012
Celda #5-9,Au 242.80,0.036
