Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.019
Comp. Cola Columna,Cu 324.75,0.917
Barren,Cu 324.75,0.847
Cabeza puntual retorno,Cu 324.75,0.77
Celda # 11-A,Cu 324.75,0.696
Celda # 11-B,Cu 324.75,0.62
Celda # 11-C,Cu 324.75,0.318
Celda #5-9,Cu 324.75,2.798
Celda #(F1+F2),Cu 324.75,1.055
NE Tubo 1,Cu 324.75,0.083
NE Tubo 2,Cu 324.75,0.3
NE Tubo 4,Cu 324.75,0.522
NE Tubo 5,Cu 324.75,0.148
NE Tubo 6,Cu 324.75,0.182
NE Tubo 7,Cu 324.75,3.965
Puntual Noroeste,Cu 324.75,1.013
Barren Patios,Cu 324.75,0.717
Tubo 3,Cu 324.75,1.127
Especial 1,Cu 324.75,4.365
Especial 2,Cu 324.75,0.188
Especial 3,Cu 324.75,0.154
Especial 4,Cu 324.75,0.199
Especial 5,Cu 324.75,0.166
Especial 6,Cu 324.75,0.1
Columna #1,Cu 324.75,0.765
Columna #2,Cu 324.75,0.687
Columna #3,Cu 324.75,0.609
Columna #4,Cu 324.75,0.576
Columna #5,Cu 324.75,0.539
