Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.17
Comp. Cola Columna,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.171
Columna #1,Au 242.80,0.13
Columna #2,Au 242.80,0.097
Columna #3,Au 242.80,0.058
Columna #4,Au 242.80,0.029
Columna #5,Au 242.80,0.015
Celda # 11-A,Au 242.80,0.141
Celda # 11-B,Au 242.80,0.083
Celda # 11-C,Au 242.80,0.087
Celda #5-9,Au 242.80,0.037
Celda #(F1+F2),Au 242.80,0.181
NE Tubo 1,Au 242.80,0.011
NE Tubo 2,Au 242.80,0.098
NE Tubo 4,Au 242.80,0.299
NE Tubo 5,Au 242.80,0.265
NE Tubo 6,Au 242.80,0.153
NE Tubo 7,Au 242.80,0.113
Puntual Noroeste,Au 242.80,0.211
Barren Patios,Au 242.80,0.02
Tubo 3,Au 242.80,0.279
Especial 1,Au 242.80,0.036
Especial 2,Au 242.80,0.021
Especial 3,Au 242.80,0.169
Especial 4,Au 242.80,0.168
Especial 5,Au 242.80,0.025
