Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.727
Comp. Cola Columna,Cu 324.75,0.629
Barren,Cu 324.75,0.65
Cabeza puntual retorno,Cu 324.75,0.686
Celda # 11-A,Cu 324.75,0.244
Celda # 11-B,Cu 324.75,0.074
Celda # 11-C,Cu 324.75,0.034
Celda # 6-F2,Cu 324.75,0.049
Celda #5-9,Cu 324.75,0.032
Celda #(F1+F2),Cu 324.75,0.574
NE Tubo 1,Cu 324.75,0.057
NE Tubo 2,Cu 324.75,0.307
NE Tubo 4,Cu 324.75,0.030 
NE Tubo 5,Cu 324.75,0.041
NE Tubo 6,Cu 324.75,0.090 
NE Tubo 7,Cu 324.75,1.220 
Puntual Noroeste,Cu 324.75,0.620 
Barren Patios,Cu 324.75,0.528
Tubo 3,Cu 324.75,1.228
Especial 1,Cu 324.75,0.067
Especial 2,Cu 324.75,0.017
Especial 3,Cu 324.75,0.281
Especial 4,Cu 324.75,0.945
Especial 5,Cu 324.75,0.034
