Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.773
Comp. Cola Columna,Cu 324.75,1.51
Barren,Cu 324.75,1.521
Cabeza puntual retorno,Cu 324.75,1.582
Celda # 11-A,Cu 324.75,0.853
Celda # 11-B,Cu 324.75,0.125
Celda # 11-C,Cu 324.75,0.068
Celda # 6-F2,Cu 324.75,0.039
Celda #5-9,Cu 324.75,2.167
Celda #(F1+F2),Cu 324.75,1.798
NE Tubo 1,Cu 324.75,0.01
NE Tubo 2,Cu 324.75,0.077
NE Tubo 4,Cu 324.75,0.338
NE Tubo 5,Cu 324.75,1.421
NE Tubo 6,Cu 324.75,5.29
NE Tubo 7,Cu 324.75,4.938
Puntual Noroeste,Cu 324.75,1.787
Barren Patios,Cu 324.75,1.502
Tubo 3,Cu 324.75,3.089
Especial 1,Cu 324.75,0.721
Especial 2,Cu 324.75,0.071
Especial 3,Cu 324.75,0.047
Especial 4,Cu 324.75,0.208
Especial 5,Cu 324.75,0.235
