Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.561
Cabeza puntual retorno,Cu 324.75,1.558
Celda #(F1+F2),Cu 324.75,1.77
Puntual Noroeste,Cu 324.75,0.534
Tubo 3,Cu 324.75,0.21
NE Tubo 2,Cu 324.75,0.534
NE Tubo 4,Cu 324.75,0.075
Especial 1,Cu 324.75,0.058
Especial 2,Cu 324.75,0.223
Especial 3,Cu 324.75,0.043
Especial 4,Cu 324.75,0.027
Especial 5,Cu 324.75,1.386
Comp. Cola Columna,Cu 324.75,1.569
Barren,Cu 324.75,1.377
Barren Patios,Cu 324.75,1.333
NE Tubo 1,Cu 324.75,5.996
NE Tubo 5,Cu 324.75,0.02
NE Tubo 6,Cu 324.75,1.404
NE Tubo 7,Cu 324.75,0.093
Celda # 11-A,Cu 324.75,0.757
Celda # 11-B,Cu 324.75,0.252
Celda # 11-C,Cu 324.75,0.457
Celda # 6-F2,Cu 324.75,6.937
Celda #5-9,Cu 324.75,0.295
