Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.274
Cabeza puntual retorno,Cu 324.75,0.239
Celda #(F1+F2),Cu 324.75,0.208
Puntual Noroeste,Cu 324.75,0.236
Tubo 3,Cu 324.75,0.385
NE Tubo 2,Cu 324.75,0.028
NE Tubo 4,Cu 324.75,0.012
Especial 1,Cu 324.75,0.04
Especial 2,Cu 324.75,0.026
Especial 3,Cu 324.75,0.141
Especial 4,Cu 324.75,0.127
Especial 5,Cu 324.75,0.062
Comp. Cola Columna,Cu 324.75,0.376
Barren,Cu 324.75,0.279
Barren Patios,Cu 324.75,0.261
NE Tubo 1,Cu 324.75,0.046
NE Tubo 5,Cu 324.75,0.041
NE Tubo 6,Cu 324.75,0.031
NE Tubo 7,Cu 324.75,0.548
Celda # 11-A,Cu 324.75,0.104
Celda # 11-B,Cu 324.75,0.055
Celda # 11-C,Cu 324.75,0.082
Celda # 6-F2,Cu 324.75,0.154
Celda #5-9,Cu 324.75,0.895
