Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.617
Comp. Cola Columna,Cu 324.75,0.685
Barren,Cu 324.75,0.714
Cabeza puntual retorno,Cu 324.75,0.582
Columna #1,Cu 324.75,0.548
Columna #2,Cu 324.75,0.579
Columna #3,Cu 324.75,0.566
Columna #4,Cu 324.75,0.593
Columna #5,Cu 324.75,0.59
Celda # 11-A,Cu 324.75,0.19
Celda # 11-B,Cu 324.75,0.078
Celda # 11-C,Cu 324.75,0.061
Celda #5-9,Cu 324.75,0.462
Celda #(F1+F2),Cu 324.75,0.822
NE Tubo 1,Cu 324.75,0.032
NE Tubo 2,Cu 324.75,0.071
NE Tubo 4,Cu 324.75,0.029
NE Tubo 5,Cu 324.75,0.019
NE Tubo 6,Cu 324.75,0.472
NE Tubo 7,Cu 324.75,5.389
Puntual Noroeste,Cu 324.75,0.794
Barren Patios,Cu 324.75,0.643
Tubo 3,Cu 324.75,0.802
Especial 1,Cu 324.75,0.089
Especial 2,Cu 324.75,0.017
Especial 3,Cu 324.75,0.131
Especial 4,Cu 324.75,0.217
Especial 5,Cu 324.75,0.056
Especial 6,Cu 324.75,0.001
