Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.809
Comp. Cola Columna,Cu 324.75,0.610
Barren,Cu 324.75,0.839
Cabeza puntual retorno,Cu 324.75,0.782
Celda # 11-A,Cu 324.75,0.645
Celda # 11-B,Cu 324.75,0.442
Celda # 11-C,Cu 324.75,0.037
Celda # 6-F2,Cu 324.75,0.044
Celda #5-9,Cu 324.75,3.800
Celda #(F1+F2),Cu 324.75,0.691
NE Tubo 1,Cu 324.75,0.058
NE Tubo 2,Cu 324.75,0.160
NE Tubo 4,Cu 324.75,0.113
NE Tubo 5,Cu 324.75,0.567
NE Tubo 6,Cu 324.75,2.035
NE Tubo 7,Cu 324.75,2.722
Puntual Noroeste,Cu 324.75,0.609
Barren Patios,Cu 324.75,0.538
Tubo 3,Cu 324.75,0.344
Especial 1,Cu 324.75,0.459
Especial 2,Cu 324.75,0.080
Especial 3,Cu 324.75,0.102
Especial 4,Cu 324.75,0.133
Especial 5,Cu 324.75,0.206
